customerid,firstname,lastname,address1,address2,city,state,zip,country,region,email,phone,creditcardtype,creditcard,creditcardexpiration,username,password,age,income,gender
9180,ENWJQN,HBZOZJFFQO,8554350746 Dell Way,,BUGLNTZ,OH,80261,US,1,HBZOZJFFQO@dell.com,8554350746,4,4788778521586210,2008/11,user9180,password,19,20000,F
9181,XOAKVC,KKBTPGKEIF,4247438707 Dell Way,,KTSETKY,NE,16393,US,1,KKBTPGKEIF@dell.com,4247438707,4,9422995456028732,2009/10,user9181,password,41,40000,F
9182,IRFKCP,MVETGIBLTV,5952619841 Dell Way,,DXOOVDP,FL,75165,US,1,MVETGIBLTV@dell.com,5952619841,3,5777422776911408,2012/11,user9182,password,83,40000,M
9183,CQPRCL,WVRFXCYSGV,6565667344 Dell Way,,GUQJKVC,WI,47585,US,1,WVRFXCYSGV@dell.com,6565667344,5,3372158196289092,2010/01,user9183,password,75,80000,M
9184,KHTVDP,MIMPGFWCLQ,3360346590 Dell Way,,TVBPXAZ,MT,85893,US,1,MIMPGFWCLQ@dell.com,3360346590,1,8991068014409394,2008/08,user9184,password,58,60000,M
9185,IGBYTK,LJRQFTCWMX,6884370592 Dell Way,,XBUXBIT,KS,40793,US,1,LJRQFTCWMX@dell.com,6884370592,2,9734648077283056,2009/10,user9185,password,82,60000,F
9186,YMVIXE,ZNKSPGFMEG,9244924873 Dell Way,,HCIPWQY,MT,10167,US,1,ZNKSPGFMEG@dell.com,9244924873,4,8244481903500856,2011/04,user9186,password,81,80000,M
9187,RBPWBD,HUTOZFSGNV,9891370182 Dell Way,,ODREBFE,WY,92857,US,1,HUTOZFSGNV@dell.com,9891370182,4,2623291419818997,2012/07,user9187,password,83,60000,M
9188,NLQQSK,JGJPYPDTDG,7638933010 Dell Way,,LIIQNHO,MS,17815,US,1,JGJPYPDTDG@dell.com,7638933010,2,6425321244169027,2011/11,user9188,password,31,20000,F
9189,UUAFEG,OUFEYZHELQ,5450425011 Dell Way,,MBDUQQX,LA,98431,US,1,OUFEYZHELQ@dell.com,5450425011,1,8942150565329940,2011/02,user9189,password,33,60000,M
9190,GRDNGY,SKWSSBDIOF,9676459455 Dell Way,,MJWCGFC,OR,29536,US,1,SKWSSBDIOF@dell.com,9676459455,3,4390053571201861,2008/11,user9190,password,42,60000,M
9191,MXVLQF,HIXIMGXSSG,4242381314 Dell Way,,OVMTXFZ,UT,66875,US,1,HIXIMGXSSG@dell.com,4242381314,1,5715806530788541,2011/06,user9191,password,24,20000,F
9192,XPZDXI,AGUHDNAJBV,2996103758 Dell Way,,WVSBVPS,FL,65245,US,1,AGUHDNAJBV@dell.com,2996103758,5,1465987782925367,2009/01,user9192,password,46,40000,M
9193,JIORJU,MQYZQHBMDX,4873454506 Dell Way,,EFSTXWJ,CT,78370,US,1,MQYZQHBMDX@dell.com,4873454506,3,8355495797935874,2012/08,user9193,password,53,20000,M
9194,BWJWJA,UIRCKDGHIL,5146945102 Dell Way,,ZCJWMMQ,VA,94265,US,1,UIRCKDGHIL@dell.com,5146945102,4,6416875705588610,2012/11,user9194,password,61,100000,M
9195,ZWDZQM,QSWUZECKEE,8174546572 Dell Way,,UBQGROF,DC,33007,US,1,QSWUZECKEE@dell.com,8174546572,1,2460790394339710,2009/01,user9195,password,86,40000,M
9196,BJONAH,KUGOXRSBLT,7079182153 Dell Way,,SSKGXON,OH,68570,US,1,KUGOXRSBLT@dell.com,7079182153,1,7568706973921508,2011/06,user9196,password,65,80000,M
9197,FFVNPP,UDMLVOWOHP,9408921176 Dell Way,,ZNMOBEF,OK,32826,US,1,UDMLVOWOHP@dell.com,9408921176,2,7393617666792125,2010/01,user9197,password,55,100000,F
9198,IIUYCX,KOTZLIGAHT,6547233603 Dell Way,,MWVQBNX,WY,87580,US,1,KOTZLIGAHT@dell.com,6547233603,3,8794943273533137,2008/05,user9198,password,22,60000,M
9199,WKVUUK,NTVVZVDTIZ,8471479875 Dell Way,,OZBCXBZ,MS,67968,US,1,NTVVZVDTIZ@dell.com,8471479875,4,1429039025213569,2012/02,user9199,password,75,80000,F
9200,QNHAAB,VWBRAUAAJZ,8258601885 Dell Way,,BMWCLJT,ID,11338,US,1,VWBRAUAAJZ@dell.com,8258601885,1,2052918243687600,2010/12,user9200,password,62,40000,F
9201,XGMYBJ,ZTJUTJETKQ,2243812060 Dell Way,,QNCAHJA,CA,57189,US,1,ZTJUTJETKQ@dell.com,2243812060,4,4992138781119138,2011/11,user9201,password,82,80000,F
9202,JPFSOY,BJSKNMVECJ,6226398917 Dell Way,,GCQPDTD,ID,48226,US,1,BJSKNMVECJ@dell.com,6226398917,1,3904419684316963,2010/08,user9202,password,50,100000,F
9203,RNVPPE,IASVVXXFDA,4011944733 Dell Way,,WTEPXLA,MO,50272,US,1,IASVVXXFDA@dell.com,4011944733,5,1978435294236988,2011/10,user9203,password,44,60000,F
9204,EBXJKX,CFTZCYDDUX,3550152922 Dell Way,,HJUSKHE,OR,29983,US,1,CFTZCYDDUX@dell.com,3550152922,3,9928929340094328,2011/12,user9204,password,39,100000,F
9205,FFKCHP,WHSUKVPHDZ,6311367757 Dell Way,,CWJJBCP,KS,65012,US,1,WHSUKVPHDZ@dell.com,6311367757,5,6099090242758394,2012/10,user9205,password,59,20000,M
9206,ZEHOAO,GVYCKGGKJC,1350245338 Dell Way,,TSDWIMM,VT,48670,US,1,GVYCKGGKJC@dell.com,1350245338,4,2959875463042408,2011/11,user9206,password,32,60000,F
9207,MDCAKX,ZNIFTTOVMH,1914086107 Dell Way,,ZJPLVNW,UT,38638,US,1,ZNIFTTOVMH@dell.com,1914086107,3,2756709353532642,2009/01,user9207,password,36,80000,F
9208,IUPGTC,PZWINSVVRE,5052979269 Dell Way,,KDAYAXG,CT,43942,US,1,PZWINSVVRE@dell.com,5052979269,3,4990800073835999,2011/03,user9208,password,65,20000,M
9209,GHTJXS,FFGYBBPGMT,9761712974 Dell Way,,GKUDRXN,CO,40640,US,1,FFGYBBPGMT@dell.com,9761712974,5,5923285280354322,2011/11,user9209,password,57,100000,F
9210,HGBAMG,GKIHAOTUVE,4150506724 Dell Way,,OZVMNYU,MO,76381,US,1,GKIHAOTUVE@dell.com,4150506724,1,6316711836960167,2012/12,user9210,password,72,20000,F
9211,UFSBLD,JTDYMXTRLS,7584313214 Dell Way,,MXGKSSD,AZ,82977,US,1,JTDYMXTRLS@dell.com,7584313214,5,8147583318408579,2010/02,user9211,password,20,40000,F
9212,TIUWSN,AQAXKRJDEH,7073254228 Dell Way,,JOABSCW,ME,15051,US,1,AQAXKRJDEH@dell.com,7073254228,5,2911745866760611,2011/03,user9212,password,59,60000,F
9213,JIEWIV,XFFPPJTWSH,3209673406 Dell Way,,XUZZRKA,KS,39457,US,1,XFFPPJTWSH@dell.com,3209673406,1,5462788306176663,2012/06,user9213,password,89,20000,M
9214,EBDAYJ,FNYOGVHOSB,8185454525 Dell Way,,ORSZSBH,WV,17995,US,1,FNYOGVHOSB@dell.com,8185454525,4,6222315924707801,2011/12,user9214,password,46,100000,M
9215,NZYWEM,VTSQBHICVA,5895535233 Dell Way,,VVTWDSZ,VT,53773,US,1,VTSQBHICVA@dell.com,5895535233,4,4818603906314820,2012/08,user9215,password,47,60000,M
9216,IIVUDP,NTQVCTRDOM,5531641931 Dell Way,,WLPPKNC,WI,30428,US,1,NTQVCTRDOM@dell.com,5531641931,5,9022569578606636,2012/05,user9216,password,56,40000,M
9217,IBUYPO,OKRHCUWORI,8278122173 Dell Way,,EGSRIRX,TX,59153,US,1,OKRHCUWORI@dell.com,8278122173,4,8917516089044512,2009/01,user9217,password,56,80000,F
9218,IPQWEB,NMDIISZQWG,5014064511 Dell Way,,JOPAMLO,IL,28123,US,1,NMDIISZQWG@dell.com,5014064511,4,2898818524554372,2012/04,user9218,password,38,40000,M
9219,YEBZSN,DAVVAMSGVH,7498463322 Dell Way,,WWTIKBN,UT,70072,US,1,DAVVAMSGVH@dell.com,7498463322,5,9603833977598698,2012/02,user9219,password,79,100000,F
9220,XXAKBB,GXBSQIOXFK,4033157297 Dell Way,,RNVSASJ,OR,58976,US,1,GXBSQIOXFK@dell.com,4033157297,4,7246615358628333,2008/09,user9220,password,19,20000,M
9221,BLQCSO,EKEMYCSJTF,2079603847 Dell Way,,EMFWWZL,FL,74262,US,1,EKEMYCSJTF@dell.com,2079603847,2,4447822783607990,2008/06,user9221,password,89,20000,M
9222,QHPELZ,JYYLQHFVMR,2290519126 Dell Way,,BJNBUST,VT,16087,US,1,JYYLQHFVMR@dell.com,2290519126,1,5467498621437699,2008/03,user9222,password,46,80000,M
9223,ZYYYHX,XTNFZJSQLB,4996460494 Dell Way,,ENWWGUY,MD,84586,US,1,XTNFZJSQLB@dell.com,4996460494,3,1593996857758611,2012/04,user9223,password,60,80000,F
9224,OTNLRH,ZWGJOXVQCI,2315115289 Dell Way,,MYOGXZC,LA,54833,US,1,ZWGJOXVQCI@dell.com,2315115289,1,7904314734973014,2011/12,user9224,password,88,40000,M
9225,MSKTRG,ABVXWLAEXZ,9875013858 Dell Way,,TEWSGFF,MA,46643,US,1,ABVXWLAEXZ@dell.com,9875013858,1,4503243089187890,2012/05,user9225,password,27,60000,F
9226,NFUUFV,PDSADWYCQC,9884831313 Dell Way,,ZIJEOTP,ND,87171,US,1,PDSADWYCQC@dell.com,9884831313,3,3225833766162395,2008/12,user9226,password,43,80000,F
9227,DLJZAM,SBQPASFDRO,3932888923 Dell Way,,MWCFMRC,MN,24921,US,1,SBQPASFDRO@dell.com,3932888923,3,2012510555330664,2011/03,user9227,password,36,100000,M
9228,QVRCNT,SCULHXDVKA,8973014702 Dell Way,,YPMPRYU,AK,57298,US,1,SCULHXDVKA@dell.com,8973014702,4,7710269481409342,2008/07,user9228,password,46,80000,F
9229,CWVVPY,PBGNEBXFAN,9105600296 Dell Way,,RQEQKFE,IL,90146,US,1,PBGNEBXFAN@dell.com,9105600296,3,4627913362812251,2009/03,user9229,password,71,40000,F
9230,PFRNVS,TIXVGCVTTM,4872708035 Dell Way,,YKWDODA,MI,62401,US,1,TIXVGCVTTM@dell.com,4872708035,4,7964581536594779,2008/02,user9230,password,78,80000,F
9231,MGEFAM,CVSERMYDKI,5413298901 Dell Way,,ZOWDOIS,AK,16848,US,1,CVSERMYDKI@dell.com,5413298901,1,2793936637695879,2009/11,user9231,password,57,100000,F
9232,RAEECZ,XGQKFTUNTI,1096800667 Dell Way,,KWXTPXV,AZ,16881,US,1,XGQKFTUNTI@dell.com,1096800667,2,9826044169254602,2010/03,user9232,password,28,40000,F
9233,HKIHIP,XSURNHKWSG,7651975281 Dell Way,,ULVRGXT,ID,37391,US,1,XSURNHKWSG@dell.com,7651975281,5,5635823447722942,2012/01,user9233,password,71,20000,F
9234,BLVQJN,KABSKXLQRW,2927739778 Dell Way,,MJDKDKS,TX,30648,US,1,KABSKXLQRW@dell.com,2927739778,4,3534053960349411,2012/12,user9234,password,73,20000,F
9235,OQSCBT,DUDBFUTCHC,2426278863 Dell Way,,GRGQJCW,NE,85499,US,1,DUDBFUTCHC@dell.com,2426278863,3,7810301012359560,2012/07,user9235,password,27,60000,F
9236,WOGPSA,TUFNOHVROM,6267332084 Dell Way,,XEWZBLV,HI,98247,US,1,TUFNOHVROM@dell.com,6267332084,1,5699586605187506,2011/08,user9236,password,69,60000,F
9237,YEXYXS,ELGLGXZSUE,5688469812 Dell Way,,OUGAQMZ,GA,64216,US,1,ELGLGXZSUE@dell.com,5688469812,5,2938256129156798,2009/06,user9237,password,47,20000,M
9238,ICOAGZ,HSFFSYAXNU,4798630690 Dell Way,,DNLPNQF,AR,59658,US,1,HSFFSYAXNU@dell.com,4798630690,2,1342885134741664,2012/06,user9238,password,68,20000,M
9239,GEUFMM,LRFJSCWNFK,2366617302 Dell Way,,YVYOAZC,MN,34244,US,1,LRFJSCWNFK@dell.com,2366617302,2,7304375237785280,2012/06,user9239,password,34,20000,M
9240,AHCMSU,SCNUZAAKYV,3786839176 Dell Way,,IMWIPIP,PA,65711,US,1,SCNUZAAKYV@dell.com,3786839176,4,1500679989811033,2010/09,user9240,password,67,60000,M
9241,UBSPTU,CNUCOEAJNN,3381260486 Dell Way,,GWDPMXF,SC,54684,US,1,CNUCOEAJNN@dell.com,3381260486,2,2573760788422078,2012/11,user9241,password,28,80000,M
9242,WIRQKF,LNTQODDBJA,7928636314 Dell Way,,FZMCEHP,MI,64853,US,1,LNTQODDBJA@dell.com,7928636314,2,5353299176320434,2012/02,user9242,password,47,80000,F
9243,BKWGWJ,AMYDQZMQFM,5625230905 Dell Way,,DHQKXBA,NV,51199,US,1,AMYDQZMQFM@dell.com,5625230905,3,6208587637171150,2012/05,user9243,password,20,100000,M
9244,XGQHGC,FKSFXJKJMS,1907433290 Dell Way,,ZXPBYGN,MN,84614,US,1,FKSFXJKJMS@dell.com,1907433290,2,2574844836723059,2008/05,user9244,password,86,20000,M
9245,OHXQNH,JSESCNFUND,6830467834 Dell Way,,KPBQCNM,GA,90860,US,1,JSESCNFUND@dell.com,6830467834,2,3403315016999841,2010/05,user9245,password,83,20000,M
9246,UUECDX,GWZUBUIEFX,9417337281 Dell Way,,GVAUIFR,WI,60970,US,1,GWZUBUIEFX@dell.com,9417337281,3,9374096761457624,2012/09,user9246,password,61,80000,F
9247,USQRZM,RTOLBSRZZM,7495146033 Dell Way,,ZTVFKUU,KY,38447,US,1,RTOLBSRZZM@dell.com,7495146033,1,1028596090618520,2009/10,user9247,password,52,20000,M
9248,CTMOKF,CWHVNHUAHO,9308007743 Dell Way,,VNYPHHX,AL,52381,US,1,CWHVNHUAHO@dell.com,9308007743,2,3440865105018020,2009/06,user9248,password,74,60000,F
9249,GBPMEM,UZABUAJIWW,3838970423 Dell Way,,HMEOKFB,KS,59167,US,1,UZABUAJIWW@dell.com,3838970423,4,9868555350694806,2008/03,user9249,password,31,40000,F
9250,UVLHPK,HRFIANEXVR,8369536906 Dell Way,,CJBHLJV,OR,18365,US,1,HRFIANEXVR@dell.com,8369536906,5,3701526267454028,2012/03,user9250,password,59,80000,M
9251,ZBPKIG,PRHDVFYNHI,4034967096 Dell Way,,OPTYKMA,IA,40120,US,1,PRHDVFYNHI@dell.com,4034967096,2,5581512818112970,2012/01,user9251,password,54,100000,F
9252,CHKJXC,RAYWZLEIAT,4724636866 Dell Way,,BYEOZLX,KS,69542,US,1,RAYWZLEIAT@dell.com,4724636866,2,7180536059197039,2012/02,user9252,password,74,20000,F
9253,EJHHAI,FXIQCQQWSO,8374975835 Dell Way,,BHOMEWD,NH,18524,US,1,FXIQCQQWSO@dell.com,8374975835,3,2852451252751052,2010/07,user9253,password,62,80000,M
9254,XBYGGV,PWYFMUYBWF,8195764052 Dell Way,,QIKMLZP,ID,54956,US,1,PWYFMUYBWF@dell.com,8195764052,5,1174475860781967,2010/08,user9254,password,84,40000,M
9255,VPYREU,QKHKIJHNZP,4775860822 Dell Way,,XMBXCIK,VA,26185,US,1,QKHKIJHNZP@dell.com,4775860822,2,8393171187024564,2009/08,user9255,password,55,20000,F
9256,LWJGMT,OXBYEPXTNK,2082406051 Dell Way,,UKNDVKH,HI,72346,US,1,OXBYEPXTNK@dell.com,2082406051,3,3861120323184878,2011/09,user9256,password,56,20000,M
9257,XIARWY,TVCISVVDQG,1482169956 Dell Way,,QTBBBHT,FL,86644,US,1,TVCISVVDQG@dell.com,1482169956,5,6187398575711996,2010/11,user9257,password,28,60000,F
9258,EDCCWX,FFQBBUSHLL,1774140217 Dell Way,,JMNRFSN,ID,57364,US,1,FFQBBUSHLL@dell.com,1774140217,5,4810153904370964,2009/05,user9258,password,65,60000,F
9259,TNJRTO,IUPDMXOYHB,2160069962 Dell Way,,MYGELOS,NC,45503,US,1,IUPDMXOYHB@dell.com,2160069962,4,7556008709128947,2011/03,user9259,password,32,60000,M
9260,OFLDOG,SRSQGRXHDW,3005942645 Dell Way,,OIHCAVM,DE,64567,US,1,SRSQGRXHDW@dell.com,3005942645,5,8131046196445824,2010/06,user9260,password,55,100000,M
9261,ZCGFVY,YMEPKMTGAC,8107176091 Dell Way,,ODCKQGZ,TX,28506,US,1,YMEPKMTGAC@dell.com,8107176091,2,7183958754874767,2009/04,user9261,password,46,40000,F
9262,RMEPLQ,UBAHUHIWVL,2362552942 Dell Way,,ZFCGFYM,AK,29422,US,1,UBAHUHIWVL@dell.com,2362552942,2,5311545429751277,2010/08,user9262,password,79,40000,F
9263,AVMRPN,SWIZEFVQFB,4051717986 Dell Way,,SLHQYHW,AZ,64930,US,1,SWIZEFVQFB@dell.com,4051717986,4,2749627542216331,2008/10,user9263,password,37,40000,M
9264,TWGHPD,PPHVLYAMQM,8815410757 Dell Way,,THKBDMR,MO,19256,US,1,PPHVLYAMQM@dell.com,8815410757,4,9377475200686604,2008/11,user9264,password,59,100000,M
9265,VEIYUY,FPJEQWUCPC,1250527579 Dell Way,,NRGZJSC,HI,44654,US,1,FPJEQWUCPC@dell.com,1250527579,2,3277992497198284,2010/03,user9265,password,18,60000,F
9266,IIEHOU,QTKMNNCQAU,2988541291 Dell Way,,WADPCJZ,DC,73446,US,1,QTKMNNCQAU@dell.com,2988541291,4,9434197442140432,2009/02,user9266,password,42,60000,F
9267,NWBHMU,RZIFCYFWVF,9984101792 Dell Way,,AKIJJMB,NE,29031,US,1,RZIFCYFWVF@dell.com,9984101792,5,4217723431531340,2009/05,user9267,password,79,100000,F
9268,XDSRVR,AAUYFQTLQE,8465634093 Dell Way,,UANGBCM,AZ,91595,US,1,AAUYFQTLQE@dell.com,8465634093,2,3506217957474291,2011/03,user9268,password,54,60000,F
9269,FGEXGE,RFKIZWZDQZ,9574346291 Dell Way,,RXATJCR,GA,53652,US,1,RFKIZWZDQZ@dell.com,9574346291,5,7494127188343555,2010/06,user9269,password,24,80000,M
9270,HOZMGE,WOETNIKNZH,8480608451 Dell Way,,NTRQLWC,MA,78769,US,1,WOETNIKNZH@dell.com,8480608451,5,2946692405734211,2012/06,user9270,password,85,20000,F
9271,XQHCNW,GGKPQXOYLI,5302633216 Dell Way,,PBTMEDG,WY,95990,US,1,GGKPQXOYLI@dell.com,5302633216,5,5034714348148555,2010/02,user9271,password,54,40000,M
9272,UJHRQO,BFFZUDKCTL,4326226166 Dell Way,,VGQZNQX,WY,57948,US,1,BFFZUDKCTL@dell.com,4326226166,2,6742015240713955,2012/09,user9272,password,46,80000,F
9273,RJSFKY,KJSOUUIFQO,6687313276 Dell Way,,VPCLNBZ,VA,51575,US,1,KJSOUUIFQO@dell.com,6687313276,4,2361052494030446,2008/06,user9273,password,34,80000,M
9274,YYFWIP,OXJJFPAULP,5845132867 Dell Way,,WXDYXBK,MT,83370,US,1,OXJJFPAULP@dell.com,5845132867,3,3412474069278687,2011/03,user9274,password,22,80000,F
9275,HNNWCK,FLQVLKGBHD,3899236403 Dell Way,,FFAGPNB,CT,16709,US,1,FLQVLKGBHD@dell.com,3899236403,5,3878090701531619,2009/07,user9275,password,53,80000,F
9276,ANFLTQ,BOCMUDTYIY,8902819725 Dell Way,,YPNMQQO,WI,57921,US,1,BOCMUDTYIY@dell.com,8902819725,2,1885744374245405,2009/01,user9276,password,32,40000,M
9277,KUHAWW,DIRHCQQBOF,8673804714 Dell Way,,OBVFPUT,MO,23251,US,1,DIRHCQQBOF@dell.com,8673804714,5,2478239597287029,2008/03,user9277,password,70,60000,F
9278,AMXXPG,OWIEMJTRYV,6728347533 Dell Way,,NELIYXM,RI,79436,US,1,OWIEMJTRYV@dell.com,6728347533,5,1053356031421571,2009/04,user9278,password,21,40000,M
9279,YGJFVG,OATYUKWPYB,7493244221 Dell Way,,AHZYTTS,MA,63879,US,1,OATYUKWPYB@dell.com,7493244221,4,8921886513940991,2011/02,user9279,password,64,80000,F
9280,AXFGLG,ZJAKGQJIRQ,5807412828 Dell Way,,HQJBITR,AR,54512,US,1,ZJAKGQJIRQ@dell.com,5807412828,5,6392557235434652,2008/07,user9280,password,88,20000,F
9281,ELXKLH,LVNCEVUVDK,1451925908 Dell Way,,FESYVUL,MA,63033,US,1,LVNCEVUVDK@dell.com,1451925908,3,2098523872904479,2008/09,user9281,password,59,20000,F
9282,MQPTCL,HEQDYLGIQL,5801304009 Dell Way,,BPHVBRK,CA,30743,US,1,HEQDYLGIQL@dell.com,5801304009,1,9762515415903182,2008/04,user9282,password,29,60000,M
9283,TIAFPE,VSDGZMXLNM,6384229483 Dell Way,,SINKTQQ,IL,76888,US,1,VSDGZMXLNM@dell.com,6384229483,2,1502963765058666,2011/12,user9283,password,90,60000,F
9284,ASWENO,IUOUSZIESR,2367948465 Dell Way,,SCKJSSC,IN,18148,US,1,IUOUSZIESR@dell.com,2367948465,1,1420404663309454,2008/07,user9284,password,40,20000,F
9285,EIVTRQ,HLIHUNZLGB,7161603925 Dell Way,,VPTORBQ,TN,22476,US,1,HLIHUNZLGB@dell.com,7161603925,5,7469330597668887,2012/02,user9285,password,18,20000,F
9286,VYCMFO,UMIHLUNNQD,2853846345 Dell Way,,HEVJUQM,MO,65936,US,1,UMIHLUNNQD@dell.com,2853846345,3,7676156367640943,2009/08,user9286,password,32,20000,M
9287,INUWIH,FQTZEGPHOU,1975891143 Dell Way,,CXPTJBJ,NE,60244,US,1,FQTZEGPHOU@dell.com,1975891143,5,2985752032604068,2009/11,user9287,password,76,80000,F
9288,PMSXSJ,RSNYIUMCXJ,5732424408 Dell Way,,RQTTAIH,CT,23180,US,1,RSNYIUMCXJ@dell.com,5732424408,3,1106855929829180,2009/01,user9288,password,47,100000,M
9289,DWGMNY,ZMHUZJSIBJ,6415124172 Dell Way,,CUJLCMP,NJ,93330,US,1,ZMHUZJSIBJ@dell.com,6415124172,5,9726649302523584,2008/11,user9289,password,54,20000,M
9290,TPHSPU,ZKTICCKLEE,2910604113 Dell Way,,VQHIFXG,SD,86286,US,1,ZKTICCKLEE@dell.com,2910604113,5,7727207329589874,2011/12,user9290,password,55,60000,M
9291,UEEPEP,INRKXDPBYF,8498888292 Dell Way,,IHLGNGC,OR,18061,US,1,INRKXDPBYF@dell.com,8498888292,3,1520528722088784,2009/12,user9291,password,64,20000,F
9292,VSGKBT,CLQGBSEHBM,2063844578 Dell Way,,SHZZKSB,HI,24123,US,1,CLQGBSEHBM@dell.com,2063844578,3,1681032993830740,2011/09,user9292,password,30,60000,F
9293,LZMECY,VIAONHQZZY,9133222757 Dell Way,,YYIRAOV,DC,21017,US,1,VIAONHQZZY@dell.com,9133222757,5,8530868736095727,2008/06,user9293,password,38,60000,F
9294,USOTOX,TCKATKARJZ,5827106587 Dell Way,,AAZPWDS,PA,11870,US,1,TCKATKARJZ@dell.com,5827106587,5,5526865621563048,2012/05,user9294,password,89,60000,F
9295,OIPLBS,WCLGCDQBEQ,7122359775 Dell Way,,ATMELGE,WV,18357,US,1,WCLGCDQBEQ@dell.com,7122359775,4,4938563969451934,2011/05,user9295,password,53,40000,M
9296,BRUUNW,FUYJKZNBAH,4092558097 Dell Way,,OESVJRX,AL,53343,US,1,FUYJKZNBAH@dell.com,4092558097,4,8813847901765258,2012/11,user9296,password,60,100000,M
9297,JRCFXX,DHIDVJDCYI,8502866561 Dell Way,,UTRMRSZ,AK,45106,US,1,DHIDVJDCYI@dell.com,8502866561,5,3694478013087064,2010/09,user9297,password,82,80000,F
9298,ZZIXDP,FGKPKMOSHI,7851213777 Dell Way,,JTZBSZM,ND,82220,US,1,FGKPKMOSHI@dell.com,7851213777,5,5785738618113101,2011/09,user9298,password,86,80000,M
9299,GNVVTC,FJMSYEZGOT,5699701290 Dell Way,,FQLECAZ,TX,98497,US,1,FJMSYEZGOT@dell.com,5699701290,3,7491039634682239,2010/02,user9299,password,49,80000,M
9300,HOKJUU,VMTALZOFFE,4322494145 Dell Way,,QKHRJDQ,VA,64678,US,1,VMTALZOFFE@dell.com,4322494145,2,7544536431785674,2012/01,user9300,password,45,20000,M
9301,ULJPGW,JGIIUNNZEY,7418780731 Dell Way,,GVHJMFZ,TN,60950,US,1,JGIIUNNZEY@dell.com,7418780731,4,6709987301379443,2008/09,user9301,password,35,100000,F
9302,QNKMWQ,UELHSLLQRH,4177168297 Dell Way,,YBTDBPS,RI,30285,US,1,UELHSLLQRH@dell.com,4177168297,5,9477461699862034,2010/10,user9302,password,24,40000,F
9303,MSDCMI,OUAZGRRNQT,1148057325 Dell Way,,GUUWMOB,TX,49672,US,1,OUAZGRRNQT@dell.com,1148057325,3,2857337432913482,2008/09,user9303,password,52,60000,F
9304,PRWXGQ,YFXQXKGQRB,7076685552 Dell Way,,LNOAPKM,NJ,85832,US,1,YFXQXKGQRB@dell.com,7076685552,4,5600889305584133,2008/04,user9304,password,82,80000,M
9305,TRFKQL,HHISNZKPLY,8841561906 Dell Way,,DLONYEJ,NH,90797,US,1,HHISNZKPLY@dell.com,8841561906,4,2751556205563247,2011/07,user9305,password,30,60000,F
9306,JXVVEC,DXQDHFOFJA,1304072585 Dell Way,,UWYYFNV,CA,35247,US,1,DXQDHFOFJA@dell.com,1304072585,5,8164100713562221,2009/05,user9306,password,90,60000,F
9307,VKKYOH,PRPUFVEFPA,7545323023 Dell Way,,DNGQJIY,MD,27564,US,1,PRPUFVEFPA@dell.com,7545323023,4,5829089620150626,2011/03,user9307,password,73,60000,M
9308,EMDMBU,BWZWAELBHZ,4316837814 Dell Way,,HYIQXSV,NJ,39441,US,1,BWZWAELBHZ@dell.com,4316837814,2,5635575305670500,2008/11,user9308,password,25,40000,F
9309,FTLAVH,ZRIEDJMCQL,1009252279 Dell Way,,LHIECYM,MO,33516,US,1,ZRIEDJMCQL@dell.com,1009252279,4,2279022516682744,2008/12,user9309,password,54,40000,M
9310,YINFIF,NMIXZLNKWV,1384926309 Dell Way,,SAYQNKX,MT,12864,US,1,NMIXZLNKWV@dell.com,1384926309,4,9552967363037170,2010/12,user9310,password,64,60000,F
9311,DSPIFC,RDCCQMZMEZ,8196983690 Dell Way,,KVNVSAW,RI,66771,US,1,RDCCQMZMEZ@dell.com,8196983690,2,6179319447837771,2010/10,user9311,password,80,60000,F
9312,MYSPPV,RSMDRZIRJE,4705067922 Dell Way,,EEXFARV,TN,98496,US,1,RSMDRZIRJE@dell.com,4705067922,2,8020249062217773,2009/11,user9312,password,37,80000,M
9313,ZIKVZC,IDUHMMRQRV,9507071535 Dell Way,,NWWESSE,CO,97247,US,1,IDUHMMRQRV@dell.com,9507071535,2,8407648519147188,2009/02,user9313,password,62,40000,F
9314,ZBLCJP,XRBJIRAEFW,5838607895 Dell Way,,BJPTOSS,MS,16878,US,1,XRBJIRAEFW@dell.com,5838607895,4,2846265751868486,2008/12,user9314,password,66,20000,M
9315,CGJSDB,TMJLNOQJPA,9423332856 Dell Way,,ZIORBBT,NH,78612,US,1,TMJLNOQJPA@dell.com,9423332856,4,7196363049559296,2010/11,user9315,password,66,80000,F
9316,AKGBES,LPFZFPPGOY,3722549849 Dell Way,,UFZWYOP,VA,36915,US,1,LPFZFPPGOY@dell.com,3722549849,3,2567503659985959,2012/03,user9316,password,39,20000,M
9317,NBUGNJ,MNPCCVRAQW,1303701560 Dell Way,,ZMVOCSW,MD,29567,US,1,MNPCCVRAQW@dell.com,1303701560,2,4762947578914464,2009/05,user9317,password,20,100000,F
9318,UCZEPM,TROPIPGFPS,4887725413 Dell Way,,BDVUAFA,AR,64250,US,1,TROPIPGFPS@dell.com,4887725413,2,9797753372695298,2010/03,user9318,password,48,40000,F
9319,KLXWFP,LUYABEQTGT,4634310184 Dell Way,,PBUVBVL,MS,26093,US,1,LUYABEQTGT@dell.com,4634310184,5,4573861675336957,2012/03,user9319,password,70,40000,M
